iter	Logloss
0	0.5134737523
1	0.4055018198
2	0.3280926673
3	0.2774463916
4	0.2396666234
5	0.2044185195
6	0.1860969126
7	0.1693021712
8	0.1533993099
9	0.1397206451
10	0.1253970704
11	0.1177853856
12	0.1132466899
13	0.1061750765
14	0.097719287
15	0.0971270816
16	0.09174613413
17	0.08523357027
18	0.0806616328
19	0.07723128458
20	0.0735078104
21	0.07017423227
22	0.06602375119
23	0.06435671435
24	0.06130638457
25	0.05844461312
26	0.05552743248
27	0.0531430029
28	0.05113111169
29	0.04909469377
30	0.04905943323
31	0.04670124694
32	0.04585367107
33	0.04376426686
34	0.04287883025
35	0.04135120098
36	0.039747443
37	0.03874978021
38	0.03782094754
39	0.03714150099
40	0.03648414208
41	0.03526660047
42	0.03380381116
43	0.03295211565
44	0.03239342915
45	0.0317044763
46	0.03075518495
47	0.02989925145
48	0.02979476896
49	0.02943179832
50	0.02863100293
51	0.02831709581
52	0.02743434143
53	0.02666689806
54	0.0259495359
55	0.02525590303
56	0.02435601843
57	0.023708408
58	0.02272623664
59	0.02229652327
60	0.02176007246
61	0.02147656979
62	0.02116830873
63	0.02071672003
64	0.02053711135
65	0.02046395646
66	0.0198441735
67	0.01948601961
68	0.01925326262
69	0.01888044851
70	0.01855394208
71	0.01850413111
72	0.01785260494
73	0.01776052519
74	0.01742567301
75	0.01705370203
76	0.01693711885
77	0.01659367728
78	0.0162035439
79	0.01590564819
80	0.01542042341
81	0.01524264044
82	0.01464146981
83	0.01424175456
84	0.01405768513
85	0.01390492677
86	0.01382947354
87	0.01344145436
88	0.01305677081
89	0.01265961913
90	0.01242937083
91	0.01223232459
92	0.01212983966
93	0.01195948793
94	0.01172783933
95	0.01161719881
96	0.01147195003
97	0.01121448439
98	0.01108353356
99	0.01099273545
100	0.01086597667
101	0.01078716073
102	0.01073846285
103	0.0105784112
104	0.01036137228
105	0.01020421045
106	0.01010320112
107	0.009896319165
108	0.009786376774
109	0.009720001126
110	0.009658155859
111	0.009546997208
112	0.009474161518
113	0.009419413706
114	0.009206150056
115	0.009141640538
116	0.009058471901
117	0.009042727448
118	0.008939385476
119	0.008898538262
120	0.008882632268
121	0.008846869966
122	0.008745685517
123	0.008695581852
124	0.008605765664
125	0.008595478369
126	0.008482731083
127	0.008401159929
128	0.008348223848
129	0.0082984274
130	0.008227030706
131	0.00816018573
132	0.008052497401
133	0.00795245169
134	0.007881102929
135	0.007813924854
136	0.007713686624
137	0.007622194729
138	0.007599447426
139	0.007516208879
140	0.007504587203
141	0.007446438253
142	0.007389879616
143	0.007382735886
144	0.007307003871
145	0.007250640195
146	0.007200674452
147	0.007164942188
148	0.007057454041
149	0.006990281808
150	0.006892464369
151	0.006828512147
152	0.006700116443
153	0.00664165884
154	0.006608530128
155	0.00656996193
156	0.006438816928
157	0.006434254049
158	0.006351965503
159	0.006299742372
160	0.00624381215
161	0.006194660263
162	0.006143457617
163	0.006093151815
164	0.006047236148
165	0.006001515932
166	0.005957638512
167	0.005913322789
168	0.005873028913
169	0.00586704567
170	0.005802361492
171	0.005756596234
172	0.005715758576
173	0.005615279665
174	0.005567705787
175	0.005530477796
176	0.005465271804
177	0.005422587581
178	0.005388025996
179	0.005371464443
180	0.005327087272
181	0.00529444054
182	0.005263106797
183	0.005221200007
184	0.005191548826
185	0.00514986611
186	0.005119220833
187	0.005102499048
188	0.005057352059
189	0.00503069814
190	0.004999899485
191	0.004970497182
192	0.0049335542
193	0.004891804424
194	0.004864976653
195	0.004846449527
196	0.00483723558
197	0.004800584551
198	0.004758921064
199	0.004705649293
200	0.004683310139
201	0.004644126507
202	0.004606627385
203	0.004598495772
204	0.004566873359
205	0.004531438498
206	0.004495994903
207	0.004453473471
208	0.004424170725
209	0.004408372018
210	0.004379975564
211	0.004335220526
212	0.004308178623
213	0.004296280701
214	0.004270024203
215	0.004249866173
216	0.004236498386
217	0.004209804244
218	0.004185151758
219	0.004178472085
220	0.004175124082
221	0.004172083838
222	0.004153054642
223	0.004129287838
224	0.00409958642
225	0.004068991864
226	0.00406228242
227	0.004051475785
228	0.004029533588
229	0.00402055776
230	0.003992625723
231	0.003958515857
232	0.003932081176
233	0.003912478535
234	0.003894161434
235	0.003891732372
236	0.0038845523
237	0.003857326625
238	0.003831021288
239	0.003790133563
240	0.003781027454
241	0.003765564902
242	0.003754364259
243	0.003734780962
244	0.003730585647
245	0.003719679736
246	0.003687123777
247	0.003679540777
248	0.003648147481
249	0.003618520139
250	0.003599523296
251	0.003581438939
252	0.003562216898
253	0.003544452922
254	0.003527091293
255	0.003520423166
256	0.003492058158
257	0.003484490104
258	0.003477636085
259	0.00345018862
260	0.003433727027
261	0.003427622637
262	0.003424377714
263	0.00340702246
264	0.003401040992
265	0.00337626573
266	0.003350849898
267	0.003337321095
268	0.003333035813
269	0.003329050072
270	0.003326690712
271	0.003322637956
272	0.003304718464
273	0.003298247441
274	0.003281722551
275	0.003265114275
276	0.003241625488
277	0.00321816876
278	0.003211939319
279	0.003200217524
280	0.0031852016
281	0.003161657318
282	0.003146622975
283	0.003132360268
284	0.003120494568
285	0.003098885106
286	0.003083391232
287	0.003070230574
288	0.003050505929
289	0.003038032617
290	0.003026135064
291	0.003023145099
292	0.003011836558
293	0.003008971864
294	0.003002936733
295	0.002991880021
296	0.002981099338
297	0.002975514499
298	0.002961363127
299	0.002951089538
300	0.002949703455
301	0.002929122195
302	0.002924962853
303	0.002922371029
304	0.002902664029
305	0.002884039891
306	0.002871409256
307	0.002866236043
308	0.002862475601
309	0.002844279305
310	0.002835964252
311	0.002827785512
312	0.002804112078
313	0.002794412407
314	0.002785117376
315	0.002784037457
316	0.002779641098
317	0.002771981136
318	0.002754793486
319	0.002738190725
320	0.00272619069
321	0.002718864777
322	0.002699115514
323	0.002683574148
324	0.002675392166
325	0.002664894268
326	0.002654087847
327	0.002645460799
328	0.002636880088
329	0.002629367513
330	0.002608653914
331	0.002597675926
332	0.002589684662
333	0.002576829841
334	0.002569173068
335	0.002556500345
336	0.002550979374
337	0.002549982787
338	0.002548034679
339	0.002536199621
340	0.002535233628
341	0.002523323283
342	0.002514843536
343	0.002498229031
344	0.002492927542
345	0.002485840441
346	0.002479289689
347	0.002466271842
348	0.002463345013
349	0.002447717805
350	0.002434657726
351	0.00242703732
352	0.002421214332
353	0.002416676921
354	0.002410124809
355	0.002398158919
356	0.002393595286
357	0.00237944474
358	0.002369097914
359	0.002360674222
360	0.002350396797
361	0.002336287969
362	0.002328100712
363	0.002314860755
364	0.002309086885
365	0.002301131057
366	0.002293299879
367	0.002285590273
368	0.002279917733
369	0.002275515316
370	0.00227196383
371	0.002266542139
372	0.00225370447
373	0.002253002564
374	0.002245575349
375	0.002236487729
376	0.002228007948
377	0.002215351239
378	0.002208480866
379	0.002201810401
380	0.002198777911
381	0.002196518546
382	0.002191004751
383	0.002185604593
384	0.002184952818
385	0.002179663211
386	0.002174799228
387	0.002168725857
388	0.002163700338
389	0.00215764823
390	0.002150749508
391	0.002142512888
392	0.002130636503
393	0.002128539171
394	0.002122843508
395	0.002117358487
396	0.002113102916
397	0.00210426646
398	0.00209494896
399	0.002083585893
400	0.002082985491
401	0.002067025422
402	0.002058991083
403	0.002055009851
404	0.002048059891
